sha,is_merge,parents_count,modified_files_count,code_churn,max_file_churn,avg_file_churn,deletions,insertions,net_lines,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_token_count,total_nloc,total_complexity,total_changed_method_count,commit_message,commit_timestamp
6189120c1b0d700488f0fd5682962e6215d38422,False,1,1,3,3,3.0,0,24,24,0.045454545454545456,0.8636363636363636,0.8636363636363636,4992,552,129,1,"[release-10.4.20] Alerting: Provisioning API returns 403 on quota exceeded for rule group PUT (#106432)

* Alerting: Provisioning API returns 403 on quota exceeded for rule group PUT (#106409)

(cherry picked from commit 1df888c51778ad3c02497d98d521435d990516ea)

* fix test",1749559729
5303a1cc7eda648f65b37d677a67c8bb0ceaf649,False,1,1,27,27,27.0,4,108,104,0.0,1.0,0.8309859154929577,258,53,6,3,Org: Fix org deletion (#106193),1748500806
c3ffd59702d5d36bb5c2dd4a7e4796c4d4d0f4f9,False,1,1,27,27,27.0,4,108,104,0.0,1.0,0.8309859154929577,258,53,6,3,"[release-12.0.2] Org: Fix org deletion (#106461)

Org: Fix org deletion (#106193)

(cherry picked from commit 5303a1cc7eda648f65b37d677a67c8bb0ceaf649)

Co-authored-by: Stephanie Hingtgen <stephanie.hingtgen@grafana.com>",1749520414
549511597c250173a35adcac82f3b53c591bc9d5,False,1,4,88,50,22.0,57,58,1,,,1.0,7800,1039,145,17,"Datasource: grafana-pyroscope-datasource/parca: Fix the passing of response headers (#106293)

pkgs/tsdb/[grafana-pyroscope-datasource|parca]: Fix use of request headers in responses

In the parca and the grafana-pyroscope-datasource we were wrongly using the request headers instead of the response
header when communication the results to the backend.

This PR fixes this bug.

Was reported by an user via community slack, who faced issues, with a request header of `content-length: 0` being
inserted by a intermediate proxy.",1749462214
d7a4f497bc2c361edc127b8246b819dd8f2dbc30,False,1,2,10,6,5.0,5,5,0,,,,3763,468,78,4,"Folders: Correctly resolve nested folder breadcrumbs (#106344)

correctly use UID scope instead of ID based scope",1749114127
86f2bf294044129e802ddeab6f4ac8e9f79dee9e,False,1,3,61,48,20.333333333333332,6,119,113,0.0,0.0,0.90625,10391,2545,120,7,IAM: Skip token rotation if it has been rotated recently (#106075),1748933980
e0ca1e5b1ca3eaf0338ebdcd238e40de710f67b0,False,1,2,12,8,6.0,78,0,-78,0.9014084507042254,0.0,0.07042253521126761,5102,674,145,3,"[release-11.6.3] RBAC: Dont additionally cache all users permissions (#106146)

RBAC: Don't additionally cache all users permissions (#105607)

* RBAC: Don't additionally cache all users permissions

* remove unused tests

(cherry picked from commit cfba630f5cab358cd9ce33ba249ba80d5377647f)",1748443507
6c0b0e87521a8f873ad066b65c12133a03c418d2,False,1,2,12,8,6.0,78,0,-78,0.9014084507042254,0.0,0.07042253521126761,4983,662,137,3,"[release-12.0.2] RBAC: Dont additionally cache all users permissions (#106147)

RBAC: Don't additionally cache all users permissions (#105607)

* RBAC: Don't additionally cache all users permissions

* remove unused tests

(cherry picked from commit cfba630f5cab358cd9ce33ba249ba80d5377647f)",1748443490
cfba630f5cab358cd9ce33ba249ba80d5377647f,False,1,2,12,8,6.0,78,0,-78,0.9014084507042254,0.0,0.07042253521126761,4983,662,137,3,"RBAC: Don't additionally cache all users permissions (#105607)

* RBAC: Don't additionally cache all users permissions

* remove unused tests",1747726126
ef14992f00edbbc1e0cbc26ba60cd3f155d67cf8,False,1,2,8,5,4.0,2,6,4,0.0,0.0,1.0,3475,578,100,3,Zanzana: Fix reconciling role with empty UID (#106045),1748348609
745eda28480d6c83ee7ff15890e0db9818d39d76,False,1,1,11,11,11.0,2,30,28,0.13043478260869565,1.0,0.8695652173913043,2871,435,96,3,"Dashboard Provisioning: Fix re-provisioning on each run (#105979)

Dashboard Provisioning: Fix reprovisioning on startup",1748168329
5c0194955e054329a5468af553d288a5e09d47a3,False,1,3,134,65,44.666666666666664,109,91,-18,1.0,1.0,0.05263157894736842,22696,3118,733,4,"Dashboards: Fix FindDashboards when kubernetesClientDashboardsFolders is disabled (#105974)

Dashboards: fix legacy FindDashboards",1748091990
844c854d75b0a74478ecce295285b8255c204d3f,False,1,1,90,90,90.0,7,83,76,0.0,0.0,0.0,5057,727,149,2,"Azure: Fix Application Insights metadata requests (#105614)

* Fix App insights metadata requests

- Correctly handle error responses

* Fix linting and always log the error message

* More lint",1747920941
f8f21a08d6938ce3b6d905796712337aca3aabbf,False,1,1,2,2,2.0,1,9,8,1.0,1.0,1.0,555,97,25,1,Plugins repo: Ensure normalized versions are used to select compatible plugin versions (#105065),1746691544
7a2fc797fb4aded72996105a240a0b4c4801bce7,False,1,1,2,2,2.0,1,1,0,,,,752,113,8,1,"TestData: Fix json unmarshal error in simulation scenario  (#104612)

* fix simulation json error

* Trigger build",1746509346
7430a18bd3a5a6cc80c5784e39d22185e5701dc5,False,1,1,27,27,27.0,5,31,26,0.0,0.6,0.85,14224,1936,454,3,"Dashboards: Fix missing folder info in /search for dashboards (#104666)

Dashboards: add missing folder info to /search",1745979832
9edf2f6356d60d84c6185926d249892ec70d8c5c,False,1,5,21,10,4.2,10,11,1,0.0,1.0,1.0,12300,1803,394,7,"Folders and Dashboards: Version check fixes (#104663)

Folders: Fix version mismatch errors",1745971470
129e8bb1e4999eed5288f2ba6cb4673cdd0b7295,False,1,1,2,2,2.0,2,16,14,1.0,1.0,1.0,2900,460,84,1,Dashboards: Fix moving to general folder (#104655),1745971437
afcb55156260fe1887c4731e6cc4c155cc8281a2,False,1,1,15,15,15.0,2,13,11,0.0,0.0,0.0,1366,233,39,1,TeamMember: Treat null permission as member (#104195),1745235690
d7c554c25e614fd353436aa5db20a0fcb88bcb52,False,1,3,92,62,30.666666666666668,74,133,59,1.0,1.0,0.8222222222222222,14281,2154,354,7,"Renderer: Fix regression on callback URL in plugin mode (#103787)

* Renderer: Fix regression on callback URL in plugin mode

* cleanup

* refactor to not mutate cfg object

* apply review feedback",1744378450
577ea8f6a9cb3baa48bd631e31f38e558ba81cd3,False,1,2,13,9,6.5,53,20,-33,0.25,0.0,0.25,6764,2049,2,0,"GrafanaUI: Remove blurred background from overlay backdrops to improve performance (#103563)

* default noBackdropBlur to enabled

* move blur from hacks to theme.components, tweak backdrop colour

* remove toggle completely

* fix unused import",1744109899
48877f91872ca1a94d071a8f3e5f65b2e080397a,False,1,1,4,4,4.0,2,2,0,,,,350,60,14,1,"Alerting: Fix plugin not found error during condition validation (#102437)

improve error",1743759475
26eab9981a42aa62d157dcade8e99cc339fff7d1,False,1,1,1,1,1.0,4,7,3,0.0,1.0,1.0,3700,446,101,1,Return correct disabled status when looking up a user (#103182),1743593890
3f60ef51463c3c5bca2a4d489e7cc9987f949c35,False,1,10,220,90,22.0,250,432,182,0.1,1.0,1.0,16182,2247,357,15,"[release-11.3.6] Auth: Fix SAML user IsExternallySynced not being set correctly (#103101)

Auth: Fix SAML user IsExternallySynced not being set correctly (#98487)

(cherry picked from commit 345757c3ae1f2016bac08cccab5d4352056768d2)

Co-authored-by: xavi <114113189+volcanonoodle@users.noreply.github.com>",1743427773
182fd8388fbe9740ed0c9311b03da860a4eadb95,False,1,10,220,90,22.0,250,432,182,0.1,1.0,1.0,16182,2247,357,15,"[release-11.4.4] Auth: Fix SAML user IsExternallySynced not being set correctly (#103098)

Auth: Fix SAML user IsExternallySynced not being set correctly (#98487)

(cherry picked from commit 345757c3ae1f2016bac08cccab5d4352056768d2)

Co-authored-by: xavi <114113189+volcanonoodle@users.noreply.github.com>",1743427754
7aa61ab96055319a73e149765564042da3f53386,False,1,10,220,90,22.0,250,432,182,0.10204081632653061,1.0,1.0,15930,2204,351,14,"[release-11.2.9] Auth: Fix SAML user IsExternallySynced not being set correctly (#103102)

Auth: Fix SAML user IsExternallySynced not being set correctly (#98487)

(cherry picked from commit 345757c3ae1f2016bac08cccab5d4352056768d2)

Co-authored-by: xavi <114113189+volcanonoodle@users.noreply.github.com>",1743427748
345757c3ae1f2016bac08cccab5d4352056768d2,False,1,10,220,90,22.0,250,432,182,0.1,1.0,1.0,16400,2273,357,15,Auth: Fix SAML user IsExternallySynced not being set correctly (#98487),1736527057
4d8e491fef294f10d426a606c55fb71e73eddce1,False,1,13,189,50,14.538461538461538,39,156,117,0.7611940298507462,0.9701492537313433,0.8507462686567164,16682,2473,406,18,"[release-11.4.4] Auth: Introduce authn.SSOClientConfig to get client config from SSOSettings service (#103009)

Auth: Introduce authn.SSOClientConfig to get client config from SSOSettings service (#94618)

* wip

* possible solution

* Separate interface for SSO settings clients

* Rename interface

* Fix tests

* Rename

* Change GetClientConfig to comma ok idiom

(cherry picked from commit 50a635bc7e09a4eb11ffe00fbc80a46f18e5b6ec)",1743096262
50a635bc7e09a4eb11ffe00fbc80a46f18e5b6ec,False,1,13,189,50,14.538461538461538,39,156,117,0.7611940298507462,0.9701492537313433,0.8507462686567164,16716,2478,408,18,"Auth: Introduce authn.SSOClientConfig to get client config from SSOSettings service (#94618)

* wip

* possible solution

* Separate interface for SSO settings clients

* Rename interface

* Fix tests

* Rename

* Change GetClientConfig to comma ok idiom",1729088864
67fa3826f9b29f8d0f7ffe43fa222541a9b50f13,False,1,13,189,50,14.538461538461538,39,156,117,0.8947368421052632,0.9649122807017544,1.0,15893,2368,389,17,"[release-11.2.9] Auth: Introduce authn.SSOClientConfig to get client config from SSOSettings service (#103002)

Auth: Introduce authn.SSOClientConfig to get client config from SSOSettings service (#94618)

* wip

* possible solution

* Separate interface for SSO settings clients

* Rename interface

* Fix tests

* Rename

* Change GetClientConfig to comma ok idiom

(cherry picked from commit 50a635bc7e09a4eb11ffe00fbc80a46f18e5b6ec)",1743090794
34e755d9f159cf9fa88f7dac92fe424ffb01832f,False,1,13,189,50,14.538461538461538,39,156,117,0.7611940298507462,0.9701492537313433,0.8507462686567164,16682,2473,406,18,"[release-11.3.6] Auth: Introduce authn.SSOClientConfig to get client config from SSOSettings service (#103001)

Auth: Introduce authn.SSOClientConfig to get client config from SSOSettings service (#94618)

* wip

* possible solution

* Separate interface for SSO settings clients

* Rename interface

* Fix tests

* Rename

* Change GetClientConfig to comma ok idiom

(cherry picked from commit 50a635bc7e09a4eb11ffe00fbc80a46f18e5b6ec)",1743090773
d3c332171b6c8284fd8bb9c499f666c40d22fe6a,False,1,1,41,41,41.0,16,54,38,0.0,0.96,0.92,2685,357,81,2,"[release-11.3.6] AuthN: Refetch user on ""ErrUserAlreadyExists"" (#102983)

* AuthN: Refetch user on ""ErrUserAlreadyExists"" (#100346)

* AuthN: Refetch user on ""ErrUserAlreadyExists""

(cherry picked from commit 0b4c622df8e3796d02b714f7d261215e23178eb6)",1743084443
4cc0bc8e3f0d28298731bcb00dd272a31b06444e,False,1,1,41,41,41.0,16,54,38,0.0,0.96,0.92,2734,361,82,2,"[release-11.2.9] AuthN: Refetch user on ""ErrUserAlreadyExists"" (#102982)

* AuthN: Refetch user on ""ErrUserAlreadyExists"" (#100346)

* AuthN: Refetch user on ""ErrUserAlreadyExists""

(cherry picked from commit 0b4c622df8e3796d02b714f7d261215e23178eb6)",1743082889
1933affd8b52e7b065c74f0dcaa01d3ed7ca587d,False,1,1,40,40,40.0,16,24,8,0.0,0.0,0.0,2492,331,86,2,"[release-10.4.18] AuthN: Refetch user on ""ErrUserAlreadyExists"" (#102981)

* AuthN: Refetch user on ""ErrUserAlreadyExists"" (#100346)

* AuthN: Refetch user on ""ErrUserAlreadyExists""

(cherry picked from commit 0b4c622df8e3796d02b714f7d261215e23178eb6)

* remove test",1743082884
0b4c622df8e3796d02b714f7d261215e23178eb6,False,1,1,41,41,41.0,16,55,39,0.0,0.9615384615384616,0.9230769230769231,2737,368,83,2,"AuthN: Refetch user on ""ErrUserAlreadyExists"" (#100346)

* AuthN: Refetch user on ""ErrUserAlreadyExists""",1739442477
afa48437967ebc4166fcafc5653a931fff55ccab,False,1,1,3,3,3.0,2,15,13,0.9166666666666666,1.0,1.0,281,42,10,2,"[release-11.6.1] Org redirection: Fix linking between orgs (#102870)

Org redirection: Fix linking between orgs (#102021)

* don't trim path

* add unit test

(cherry picked from commit f3fb9592da11a5f8343699ea307e591e522af627)",1742993189
ff6039567b561d01732ce542d13c66b216dae993,False,1,7,142,81,20.285714285714285,64,83,19,0.0,0.0,0.0,14191,2042,373,14,"RBAC: Return 404 instead of 403 if a dashboard cannot be found (#102815)

return 404 instead of 403 if a dashboard cannot be found",1742991974
f3fb9592da11a5f8343699ea307e591e522af627,False,1,1,3,3,3.0,2,15,13,0.9166666666666666,1.0,1.0,281,42,10,2,"Org redirection: Fix linking between orgs (#102021)

* don't trim path

* add unit test",1741858932
371ea5cda71bec41fcfc468fcf8f57e7e0883a0c,False,1,2,89,68,44.5,52,54,2,0.0,0.0,0.0,6161,1029,178,9,"Alerting: Fix loss of TimeInterval location on remote AM apply (#102510)

* Alerting: Fix loss of TimeInterval location on remote AM apply

deepcopy.Copy does not correctly copy PostableUserConfig because it ignores
unexported fields. As a result, TimeInterval locations default to UTC instead
of retaining their original values.

* make update-workspace",1742460873
3f2ef07872ff9c4024acb15f7aae05e7aece8ae3,False,1,2,51,46,25.5,11,109,98,0.36764705882352944,0.36764705882352944,1.0,3023,575,154,6,"SSE: Fix goroutine leak in math operation expression parsing (#102380)

---------

Co-authored-by: Sam Jewell <sam.jewell@grafana.com>",1742387689
045733aed68ac45d629c1ffd30553b8dac63f24d,False,1,2,20,19,10.0,0,76,76,0.23880597014925373,0.9850746268656716,0.7910447761194029,1955,292,58,2,[IAM] Clear user's permission cache after login (#102311),1742375218
3bdb2aa34994dca804cef4ad13b1f5d281772d75,False,1,3,107,68,35.666666666666664,5,176,171,0.11643835616438356,0.5205479452054794,1.0,2927,489,94,7,"Plugins: Fix support for adhoc filters with raw queries in InfluxDB  (#101966)

Plugins: Fix support for adhoc filters with raw queries in InfluxDB

Fixes #101635.",1742227653
5c243126256f011116800fc439cfad5b87ea67f1,False,1,6,166,65,27.666666666666668,82,348,266,0.05429864253393665,0.7058823529411765,0.8914027149321267,30941,4126,1017,13,"Dashboards: Fix duplicate provisioning when errors occur on title-only based provisioning (#102249)

Dashboards: fix title based provisioning",1742094768
5d94293305730f564341dcd3b3b4528580a3f2f9,False,1,1,5,5,5.0,0,5,5,0.0,0.0,1.0,248,42,10,1,Authz: Fix namespace authorization when calling a cluster resource (#102110),1741874075
be1aa196428c9b5155d18c7b0155d34a2487d7f8,False,1,1,3,3,3.0,2,15,13,0.9166666666666666,1.0,1.0,281,42,10,2,"[release-11.5.3] Org redirection: Fix linking between orgs (#102089)

Org redirection: Fix linking between orgs (#102021)

* don't trim path

* add unit test

(cherry picked from commit f3fb9592da11a5f8343699ea307e591e522af627)",1741860942
e824a602e0bef8d4a264105f335b9624a0dc1ecc,False,1,2,102,91,51.0,12,216,204,0.08633093525179857,0.6187050359712231,0.4892086330935252,3875,546,131,7,"[release-11.4.3] Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101841)

* Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101263)

* Test covering Get+Save interaction for newly secret fields

* Alerting: Re-encrypt existing contact points before get and patch

(cherry picked from commit b73c59547cd77169b077f285c26b19aff97852ca)

* googlechat url test fix

(cherry picked from commit 0f4af56177d1589540afeac7e6efc9e3a10ea7a6)",1741388805
0e1acbaf3e0f54dfb3af86ad603b5204f44ee8b0,False,1,2,102,91,51.0,12,216,204,0.08633093525179857,0.6187050359712231,0.4892086330935252,3875,546,131,7,"[release-11.3.5] Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101840)

* Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101263)

* Test covering Get+Save interaction for newly secret fields

* Alerting: Re-encrypt existing contact points before get and patch

(cherry picked from commit b73c59547cd77169b077f285c26b19aff97852ca)

* googlechat url test fix

(cherry picked from commit 0f4af56177d1589540afeac7e6efc9e3a10ea7a6)",1741388710
32318f6004cf2c183bc5f7b6898ccf4a9488aa06,False,1,2,102,91,51.0,20,225,205,0.08633093525179857,0.6187050359712231,0.4892086330935252,3248,453,107,7,"[release-11.2.8] Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101839)

* Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101263)

* Test covering Get+Save interaction for newly secret fields

* Alerting: Re-encrypt existing contact points before get and patch

(cherry picked from commit b73c59547cd77169b077f285c26b19aff97852ca)

* Fix provisioning tests

(cherry picked from commit c4f30ea991372222e4357f007c54b44f1eb8c9c5)

* googlechat url test fix

(cherry picked from commit 0f4af56177d1589540afeac7e6efc9e3a10ea7a6)

* api_notifications_test fix",1741388615
d4703cc6770bb6ecdb86d559c891c8a434c7ebac,False,1,2,102,91,51.0,18,223,205,0.08633093525179857,0.6187050359712231,0.4892086330935252,3248,453,107,7,"[release-11.1.13] Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101837)

* Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101263)

* Test covering Get+Save interaction for newly secret fields

* Alerting: Re-encrypt existing contact points before get and patch

(cherry picked from commit b73c59547cd77169b077f285c26b19aff97852ca)

* Fix provisioning tests

(cherry picked from commit c4f30ea991372222e4357f007c54b44f1eb8c9c5)

* googlechat url test fix

(cherry picked from commit 0f4af56177d1589540afeac7e6efc9e3a10ea7a6)",1741388233
b056dba9f5c9b3a8f1cd9bbfe25c7f0f56040122,False,1,2,102,91,51.0,18,223,205,0.08633093525179857,0.6187050359712231,0.4892086330935252,3248,453,107,7,"[release-11.0.12] Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101835)

* Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101263)

* Test covering Get+Save interaction for newly secret fields

* Alerting: Re-encrypt existing contact points before get and patch

(cherry picked from commit b73c59547cd77169b077f285c26b19aff97852ca)

* Fix provisioning tests

(cherry picked from commit c4f30ea991372222e4357f007c54b44f1eb8c9c5)

* googlechat url test fix

(cherry picked from commit 0f4af56177d1589540afeac7e6efc9e3a10ea7a6)",1741388133
3c2e2d73d17f7b02f1334ffb45669e96ec25a155,False,1,2,102,91,51.0,18,223,205,0.08633093525179857,0.6187050359712231,0.4892086330935252,3106,434,105,7,"[release-10.4.17] Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101834)

* Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101263)

* Test covering Get+Save interaction for newly secret fields

* Alerting: Re-encrypt existing contact points before get and patch

(cherry picked from commit b73c59547cd77169b077f285c26b19aff97852ca)

* Fix provisioning tests

* googlechat url test fix",1741388127
7abc79cb2e55ce4dc31d47387a1c515dac2bc0c1,False,1,2,102,91,51.0,16,218,202,0.08633093525179857,0.6187050359712231,0.4892086330935252,3875,546,131,7,"[release-11.5.3] Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101819)

Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101263)

* Test covering Get+Save interaction for newly secret fields

* Alerting: Re-encrypt existing contact points before get and patch

(cherry picked from commit b73c59547cd77169b077f285c26b19aff97852ca)

Co-authored-by: Matthew Jacobson <matthew.jacobson@grafana.com>",1741386225
b73c59547cd77169b077f285c26b19aff97852ca,False,1,2,102,91,51.0,16,218,202,0.08633093525179857,0.6187050359712231,0.4892086330935252,3875,546,131,7,"Alerting: Re-encrypt existing contact points before get and patch in legacy config API (#101263)

* Test covering Get+Save interaction for newly secret fields

* Alerting: Re-encrypt existing contact points before get and patch",1741372008
83d37ef32a44bd06d04abdcc47c7456cbe25b9bf,False,1,1,22,22,22.0,10,22,12,0.5,0.5,1.0,3751,450,101,10,"[release-11.1.13] Service Accounts: Do not show error pop-ups for Service Account and Renderer UI flows (#101796)

* backport fixes from https://github.com/grafana/grafana/pull/101679

* Update user.go

Fix an error

* fix more errors",1741384162
9f1e8e66be5f0d1281728281b30de6060f6fe9d6,False,1,1,22,22,22.0,10,22,12,0.5,0.5,1.0,3709,446,101,10,"[release-11.3.5] Service Accounts: Do not show error pop-ups for Service Account and Renderer UI flows (#101791)

* Service Accounts: Don't show error pop-ups for Service Account and Renderer UI flows (#101679)

don't show error pop-ups for SAs and renderer

(cherry picked from commit f0d260ba5bfb288fa1b921b7657f67f91c2729f7)

* Service Accounts: Don't show error pop-ups for Service Account and Renderer UI flows (#101776)

* don't show error pop-ups for SAs and renderer

* only hide non 4xx error pop'ups

* linting

(cherry picked from commit 392124de0059f92cbf41c6db84034a84134fa599)",1741382820
0935048c0b82b32e52f3d5f4ccc450f75825b288,False,1,1,24,24,24.0,11,23,12,0.5,0.5,1.0,3825,470,105,11,"[release-11.0.12] Service Accounts: Do not show error pop-ups for Service Account and Renderer UI flows (#101803)

* backport fixes from https://github.com/grafana/grafana/pull/101679

* Service Accounts: Don't show error pop-ups for Service Account and Renderer UI flows (#101776)

* don't show error pop-ups for SAs and renderer

* only hide non 4xx error pop'ups

* linting

(cherry picked from commit 392124de0059f92cbf41c6db84034a84134fa599)",1741362497
1215a28817a57f9c7e1680c231c293f6d4c93261,False,1,1,24,24,24.0,11,23,12,0.5,0.5,1.0,4578,565,128,11,"[release-10.4.17] Service Accounts: Do not show error pop-ups for Service Account and Renderer UI flows (#101804)

* backport fixes from https://github.com/grafana/grafana/pull/101679

* Service Accounts: Don't show error pop-ups for Service Account and Renderer UI flows (#101776)

* don't show error pop-ups for SAs and renderer

* only hide non 4xx error pop'ups

* linting

(cherry picked from commit 392124de0059f92cbf41c6db84034a84134fa599)",1741362481
b0a8ec9c7f8937931e2dcf81550495928a8a659a,False,1,1,22,22,22.0,10,22,12,0.5,0.5,1.0,3759,446,101,10,"[release-11.2.8] Service Accounts: Do not show error pop-ups for Service Account and Renderer UI flows (#101795)

* backport fixes from https://github.com/grafana/grafana/pull/101679

* Service Accounts: Don't show error pop-ups for Service Account and Renderer UI flows (#101776)

* don't show error pop-ups for SAs and renderer

* only hide non 4xx error pop'ups

* linting

(cherry picked from commit 392124de0059f92cbf41c6db84034a84134fa599)",1741360679
